d1,d2,type
42,631,25
1091,1139,78
702,1380,9
772,562,25
162,597,9
124,845,5
1386,1208,9
328,873,25
1089,81,5
60,977,47
1061,771,12
690,1488,25
838,905,25
464,412,25
1238,201,12
837,1536,5
219,1501,12
1238,521,12
1379,584,9
1186,231,53
885,947,25
885,1072,5
134,670,53
1302,989,8
354,1401,53
86,315,9
658,28,5
1153,265,5
1324,905,53
989,805,8
1008,1411,8
230,306,25
954,366,66
401,1250,66
404,941,5
399,593,25
1302,1377,9
282,1348,66
1031,122,5
1525,988,5
951,1443,25
1006,120,25
1336,256,64
19,1026,12
882,500,61
621,1129,75
1021,1217,9
52,1177,25
1246,1458,8
627,819,5
34,849,5
162,1147,25
945,27,5
147,492,66
412,1147,25
625,737,64
409,961,9
409,1027,5
218,1066,25
761,1329,68
1438,59,37
705,190,12
1017,1314,68
941,1433,5
891,361,76
1054,1297,39
1484,556,34
927,1047,25
151,752,5
162,1453,55
943,360,8
717,879,75
304,409,25
517,106,34
1299,1210,63
167,1340,25
1489,1477,0
531,881,5
124,516,75
239,566,66
1243,861,12
1054,294,5
555,1178,45
74,403,8
1305,1438,25
1038,5,5
1137,1377,9
824,315,9
614,385,25
360,670,53
827,1147,75
1461,1470,9
614,1047,25
819,342,5
801,137,5
391,360,6
822,883,9
379,544,64
801,510,5
317,181,25
572,556,66
462,976,25
1407,1380,9
1265,1536,5
945,892,25
1129,1194,25
1003,279,25
1002,133,25
90,325,25
1433,962,79
36,1064,25
568,32,25
37,116,36
604,127,5
1126,286,5
1446,1004,66
31,105,5
612,1298,39
83,1441,25
1186,287,53
656,889,25
1412,969,9
1023,1153,16
165,195,12
594,962,40
657,1027,53
1397,752,5
421,475,64
720,789,25
952,482,25
530,455,9
933,84,25
720,1328,25
934,953,25
780,239,6
279,729,12
202,436,25
681,796,25
1375,667,78
120,342,5
524,181,5
1049,923,5
367,1453,55
718,518,8
694,700,53
1159,708,25
1334,968,9
1162,1241,1
134,1536,5
875,578,12
662,484,5
256,205,9
835,1009,25
639,802,25
1510,1027,53
882,182,66
832,1164,5
477,827,9
41,806,43
368,5,20
691,183,12
288,1389,25
979,653,64
829,887,53
387,635,64
1155,374,9
1014,1222,9
579,892,25
286,1416,9
231,792,25
426,484,5
402,752,5
119,454,63
404,110,5
243,1004,34
1460,974,66
106,274,73
686,385,34
1164,1407,8
772,47,5
1071,1407,25
42,254,25
977,870,71
772,265,5
1268,786,25
381,641,25
162,1377,9
525,815,66
926,402,5
116,776,6
339,783,9
485,1347,25
158,708,25
524,1237,5
745,1208,9
873,990,66
1379,459,9
1419,1332,8
852,991,12
1485,1377,9
526,631,75
896,1129,75
498,188,25
133,945,25
1378,861,9
1506,888,6
1344,910,9
1347,71,5
1057,397,5
867,484,5
1347,155,5
685,374,9
526,53,75
1136,147,8
923,29,12
1485,989,6
248,1139,25
302,1290,5
1370,923,9
1273,1413,3
1152,49,5
378,691,45
197,94,53
621,1237,75
950,1137,25
1464,717,5
243,397,5
649,679,9
610,69,5
749,1458,6
298,1047,53
845,679,12
1439,780,25
1419,49,5
643,1536,5
822,403,6
568,681,25
745,617,9
210,710,25
604,34,25
387,840,9
171,974,34
1261,1349,9
204,1105,25
268,508,53
328,1552,12
1397,1433,5
169,936,25
549,232,25
721,127,5
166,315,5
1014,1012,61
488,266,12
284,902,53
718,961,9
680,1222,5
1050,168,25
1050,374,5
737,1097,58
1050,69,5
867,658,75
185,503,4
477,717,75
521,1254,9
464,1164,9
902,1160,75
1295,1380,9
506,414,12
1311,789,9
239,379,25
253,155,5
272,1422,25
942,594,25
1292,53,75
1202,401,46
315,560,6
63,923,75
1286,1105,9
153,1157,25
1433,66,25
656,60,25
768,1002,72
26,702,9
1441,158,66
12,1336,12
213,112,25
806,1233,25
730,1332,8
127,1141,25
594,1171,25
931,1141,25
1009,1144,25
932,272,9
1230,516,75
1091,1235,66
753,148,5
465,782,8
52,473,66
523,921,25
162,244,25
754,42,53
523,867,25
713,159,25
896,315,9
1174,1384,9
274,685,41
315,1433,5
116,969,9
508,898,75
152,950,5
1378,971,9
331,544,66
481,60,5
480,1349,9
481,24,5
1046,475,25
944,670,53
463,116,5
657,360,6
869,721,25
855,1217,9
115,1168,9
480,710,25
1041,27,5
1185,44,5
275,643,75
1502,110,5
299,966,63
315,812,75
86,172,9
482,1054,14
231,654,25
658,1374,9
41,500,25
598,286,5
275,241,75
1026,1258,25
947,369,25
649,1384,9
667,1391,9
397,1416,9
1139,966,63
651,520,25
754,389,53
294,1526,25
52,694,25
968,1102,9
680,388,66
1089,681,25
769,44,5
1198,28,46
885,776,6
498,306,25
84,536,77
152,749,5
309,1137,5
479,950,5
110,69,5
1196,157,9
1054,81,5
1165,1208,9
683,746,25
1507,27,5
1139,223,80
1340,1317,5
502,397,75
408,67,63
795,109,77
75,1117,5
263,1321,9
718,1323,8
523,1362,25
213,284,80
1319,94,8
37,475,25
792,1322,9
609,938,25
259,776,6
530,69,11
1453,315,9
587,38,5
1225,796,8
568,120,25
167,81,6
622,1444,5
583,24,5
27,1128,25
439,574,64
583,1085,25
1289,1095,12
1260,374,5
203,441,25
421,544,64
895,147,10
264,1002,76
761,1336,25
1224,120,5
368,686,25
41,1012,25
147,1057,25
529,148,5
106,658,9
681,484,5
880,749,5
521,484,5
1051,49,5
103,109,5
278,578,25
1513,342,5
709,1127,25
753,619,12
1446,1388,66
733,463,33
241,1237,9
179,214,41
892,188,25
1192,1311,9
481,852,5
1311,913,9
1329,122,5
1129,232,25
1475,403,6
272,1340,25
56,299,71
1067,81,6
1030,1046,25
46,881,5
1452,1123,9
583,1302,5
1127,289,5
31,1380,5
369,1446,66
384,289,25
426,657,5
873,388,51
964,631,75
718,376,8
1124,374,9
286,1128,25
544,731,12
1488,482,25
635,1203,66
594,1006,25
76,907,25
1270,484,5
795,374,5
437,384,53
774,1256,9
12,969,5
12,988,5
397,1295,25
1258,87,20
990,553,12
376,1136,5
755,1304,9
12,455,9
942,512,75
1085,244,25
524,1246,5
194,1444,25
339,274,9
394,1178,45
585,760,46
87,861,12
512,1160,75
12,403,6
195,566,25
499,378,25
314,609,25
889,268,25
686,766,9
112,511,25
1501,299,0
112,230,25
707,1305,25
508,529,75
288,658,5
883,952,25
219,1536,9
271,1117,5
848,840,5
354,84,53
232,1433,5
936,109,77
909,1322,8
657,795,25
674,597,9
1355,1444,25
674,840,5
562,626,66
1321,225,25
282,58,5
950,310,45
1367,1547,9
230,1088,25
635,1030,9
610,836,25
632,755,25
275,1395,75
651,1009,25
1471,122,25
989,1235,9
52,1129,25
239,873,66
1064,236,77
91,1068,9
92,478,25
612,884,8
586,242,34
819,914,6
1230,1196,50
210,89,5
1455,241,0
1127,236,77
193,406,5
352,867,25
688,1217,5
960,1128,25
1484,344,25
766,683,12
1400,803,25
780,1072,6
528,69,5
547,1392,5
1091,1013,25
502,53,75
75,1147,25
450,791,25
298,1027,53
1005,1400,25
610,1050,25
492,1384,75
695,1127,25
1439,645,25
227,755,25
1258,301,34
836,155,5
33,162,25
1311,583,9
1295,122,5
1023,1072,5
120,360,6
484,458,8
1452,881,9
687,298,80
1019,1027,5
90,1101,25
1407,328,64
1433,1148,34
219,89,9
27,91,25
236,910,25
222,951,2
1122,922,34
1271,295,25
654,1391,9
1225,1269,9
580,172,5
28,845,5
633,1377,9
1235,560,6
562,586,25
202,1067,25
956,1419,25
309,1159,77
902,236,77
950,707,34
1240,762,5
932,314,9
162,526,25
359,761,9
378,171,25
55,1535,25
734,60,25
360,892,25
364,132,12
1336,1416,9
892,725,25
486,498,25
1328,360,6
225,1489,8
74,1548,12
1233,836,25
462,158,25
486,317,25
1089,520,25
526,1147,75
1333,1254,9
116,1102,9
948,1026,12
1450,187,12
855,749,5
835,974,25
37,1013,36
1311,1227,9
219,340,25
404,190,12
70,459,66
288,286,5
308,749,5
849,105,5
1345,1148,80
633,360,6
643,1222,5
487,1458,8
1433,826,25
232,560,25
885,1349,9
553,1552,25
275,1474,79
389,160,66
801,89,75
302,1374,5
1282,417,25
1321,1135,25
26,1261,9
806,945,25
148,236,77
397,355,8
806,272,25
599,760,5
421,969,9
80,861,25
594,658,9
594,502,25
575,1186,25
632,653,25
790,243,25
1218,715,45
70,376,66
75,889,25
792,752,5
1021,717,9
52,760,25
813,388,66
770,137,5
401,91,83
991,1501,14
298,970,53
415,573,25
963,406,5
339,71,9
410,1253,25
95,1299,57
1250,835,25
62,556,66
431,867,25
144,970,31
133,94,6
927,99,5
134,916,25
328,1440,12
254,201,53
1492,1139,25
195,1253,25
56,703,34
1378,455,9
389,459,66
303,59,12
686,83,25
1210,1384,9
1060,341,49
477,1144,25
133,286,5
94,762,9
168,369,25
1474,1278,39
842,941,12
512,1458,9
167,177,25
842,195,12
33,454,63
171,560,6
477,314,75
1302,444,5
876,1141,25
651,835,25
1150,124,25
38,169,25
657,1322,8
1323,414,12
415,915,25
280,926,34
1290,219,25
1488,29,34
571,707,25
444,1168,9
193,355,8
947,962,40
845,969,12
1159,1254,9
977,1035,45
1146,1208,9
1048,887,53
960,409,25
486,236,77
568,71,5
1391,989,8
1192,776,8
355,1416,9
587,99,5
631,1246,31
920,86,9
662,183,12
762,337,25
574,290,75
760,374,5
171,1470,9
166,912,25
934,844,25
1282,1024,25
366,315,5
1475,1417,8
1050,888,6
1027,109,77
579,498,25
553,760,5
33,1443,66
185,86,25
107,1302,5
579,1332,8
127,949,5
933,246,53
547,455,9
1230,856,75
1350,917,8
340,416,66
1048,69,5
436,60,78
874,254,25
253,888,6
691,964,5
1375,502,78
99,309,25
754,902,53
1089,148,25
609,169,66
241,1246,9
1012,836,39
311,885,5
239,415,25
724,544,64
556,1144,25
555,1131,34
1331,271,25
1255,119,63
976,583,25
609,301,66
1141,265,9
1141,289,25
1434,964,5
26,1391,9
599,1470,9
656,1129,25
806,1171,25
562,1360,25
421,71,5
1037,912,76
950,110,5
360,254,25
933,1416,9
1235,44,9
873,944,73
576,245,25
1440,497,25
117,81,6
97,0,8
179,717,9
991,1282,12
238,1035,45
1198,1502,46
378,81,6
749,597,9
855,685,41
136,246,53
945,227,25
544,1360,12
156,275,25
1198,710,46
1344,5,8
1378,266,9
630,1118,9
288,248,25
517,762,5
249,787,8
1378,909,9
769,355,8
150,790,25
288,889,25
153,695,25
231,605,25
1264,905,15
1057,286,9
290,657,5
658,1317,9
873,169,51
1153,1027,5
1127,1444,5
846,455,9
286,749,5
529,885,78
64,921,25
266,1154,5
938,286,78
804,397,9
649,1349,9
593,612,25
952,894,66
573,60,25
284,52,53
75,89,5
1268,128,25
651,584,25
955,910,66
543,1035,45
415,177,25
24,1349,9
1021,594,9
923,81,10
1019,416,34
930,1208,9
1131,289,9
571,801,5
221,1416,5
410,673,25
296,657,53
530,1216,11
50,868,9
391,105,5
950,63,75
977,885,5
746,412,5
1122,1112,45
705,573,25
711,1304,9
30,522,25
1079,938,66
397,1212,75
0,222,12
167,346,5
287,1171,25
1359,1008,9
148,620,9
959,183,12
1006,835,66
437,136,53
484,1138,8
1256,1079,0
1072,337,25
1065,1314,68
159,1317,5
508,749,5
525,755,25
813,394,12
92,757,25
240,421,12
1386,60,25
1336,99,5
1049,24,5
1366,941,5
574,862,66
509,270,14
840,762,5
822,960,9
1139,1337,63
241,243,25
275,641,25
448,69,5
902,1246,75
626,1208,9
464,695,25
1146,89,5
673,770,78
216,458,9
1257,410,0
1523,484,5
761,780,25
406,112,5
849,1458,8
1136,1470,9
1131,544,64
33,162,43
380,871,5
884,1250,66
1270,374,5
475,1477,20
509,0,45
1237,46,5
202,827,5
776,509,9
795,286,25
724,1246,75
990,1296,12
1257,1027,0
762,1311,8
389,1014,66
1217,683,9
415,1157,25
165,679,12
955,1348,66
492,516,75
965,1036,57
910,241,5
1394,190,12
1159,324,25
105,314,75
253,681,25
127,301,75
1249,1131,50
288,1377,9
1003,533,82
475,441,25
804,260,16
1485,1332,8
454,518,5
654,188,25
970,221,25
1031,456,25
439,89,5
243,1347,34
1340,536,77
1188,1144,66
1386,1458,8
437,824,53
599,749,5
394,249,14
1283,374,5
805,74,12
80,168,25
86,1322,8
966,1317,8
80,805,25
42,46,5
450,1029,25
363,1117,5
753,1102,9
923,1068,12
162,1389,25
955,1371,63
312,653,37
770,970,25
567,272,25
1091,1371,63
1227,122,5
32,694,25
1485,762,5
459,710,25
811,1386,25
1171,1539,25
390,1011,61
905,256,25
133,656,25
331,1380,9
1345,1461,5
302,194,5
452,815,25
1462,708,25
211,482,25
412,402,19
824,127,9
148,315,8
1404,888,8
284,597,9
1319,105,5
802,294,5
701,239,12
74,650,53
92,151,25
613,1329,68
874,1328,5
52,475,25
1471,827,25
822,147,6
410,244,25
963,1136,5
153,1311,8
72,1047,25
1452,622,9
1492,502,25
955,947,25
287,556,66
1210,324,25
1492,221,25
462,291,20
171,767,25
720,729,12
68,560,8
231,936,25
369,116,5
1324,290,53
845,1147,12
29,378,25
954,168,25
717,1395,75
216,360,6
166,181,5
346,1470,9
721,510,5
331,38,5
177,1072,75
970,136,25
547,176,5
368,641,37
528,923,5
168,717,75
626,989,6
1023,886,8
1386,913,25
649,236,77
931,650,53
874,635,25
319,620,9
502,1131,25
690,1135,25
1066,1369,5
1450,1102,12
464,811,25
1350,1190,9
1192,1380,9
279,1046,25
1536,360,6
518,1136,5
1045,1362,25
110,889,75
623,325,8
1045,681,25
288,1147,25
661,5,5
850,97,9
1361,117,45
944,536,77
84,244,25
1045,389,25
315,147,6
1321,983,34
583,1014,25
1477,394,20
830,1137,5
1404,475,64
385,755,25
654,988,5
1390,1046,53
1526,89,5
1463,1136,5
571,388,51
956,1304,9
942,53,75
42,1384,9
580,388,34
933,811,25
268,1510,53
397,1168,9
362,294,5
1026,468,25
772,71,5
213,458,12
1545,97,9
339,314,9
341,944,25
1248,988,5
524,1377,9
1063,248,25
136,230,25
152,1222,5
117,155,5
728,906,25
155,885,25
1366,1348,66
889,181,5
150,736,25
852,459,5
1167,87,20
905,988,5
706,310,45
1057,527,25
479,1317,25
721,1536,5
1345,840,9
94,36,9
1345,691,25
307,124,5
1183,197,25
286,71,5
1038,969,9
1066,1395,75
42,876,25
265,44,5
806,502,25
436,933,25
1240,321,78
1464,374,5
284,202,53
289,979,80
649,176,5
754,1501,8
649,869,25
819,748,9
1323,1118,8
239,910,66
614,521,25
1268,1322,9
517,301,34
81,989,6
37,1366,25
1521,583,31
968,1377,9
431,32,25
1419,406,5
1250,1102,9
627,1295,25
239,503,66
964,112,5
566,134,25
587,1349,9
568,806,25
873,508,66
942,69,5
498,867,25
911,1164,9
711,1322,9
763,525,5
1360,1400,25
153,1380,5
760,840,5
551,271,25
1202,70,46
167,294,5
1337,403,6
18,888,6
169,1322,9
683,99,5
1210,58,8
205,912,25
900,176,5
721,915,25
1108,405,0
889,842,63
52,1159,77
876,1177,25
282,1461,5
1320,1208,9
737,1041,12
651,902,25
526,905,25
683,455,6
376,336,49
486,1254,9
1174,127,5
1192,450,9
878,786,0
1150,1160,75
855,1203,66
412,659,25
1329,1416,9
882,974,66
56,855,34
1119,1417,8
624,840,5
1123,74,25
624,46,5
278,886,14
1433,612,34
9,519,25
254,412,25
1030,1223,9
1027,103,75
369,694,25
674,536,66
26,27,5
753,508,12
167,659,25
633,1416,9
28,760,25
599,1208,9
402,426,9
813,117,47
401,867,5
380,1062,25
384,122,5
1105,639,25
268,763,53
268,725,53
380,272,25
241,684,40
751,385,34
368,291,14
362,717,5
718,27,5
666,780,12
529,1154,5
1049,384,25
468,870,25
355,324,66
947,221,25
368,474,14
1367,1227,9
1065,99,9
697,1345,25
477,1136,75
158,659,25
502,44,5
571,684,61
517,1227,5
311,89,5
1045,827,25
134,1254,9
309,658,5
441,472,25
272,681,25
1380,776,8
1155,1349,9
1502,44,5
900,1009,50
286,1417,5
562,1258,25
827,122,5
656,1177,25
286,923,5
366,926,25
660,914,6
380,210,25
952,437,25
802,1412,9
42,614,25
598,1392,5
948,360,6
216,57,51
455,776,8
25,1222,5
42,5,5
970,1363,25
1016,1291,0
635,553,12
576,309,25
633,94,8
408,845,63
983,812,5
339,210,9
431,635,25
945,44,5
412,1304,9
1004,397,25
913,473,25
1404,856,25
1171,772,53
961,1254,9
1091,416,66
412,725,25
711,28,5
1062,867,25
1362,158,25
588,1237,8
746,819,5
1484,894,34
1109,1217,5
151,53,5
459,561,25
106,1552,12
479,431,25
179,658,75
899,123,63
1392,455,9
133,571,13
1484,863,25
87,1545,25
1299,1337,63
315,1212,75
1183,1510,25
1007,700,53
900,1014,5
1446,176,66
1183,1047,25
636,1388,66
1038,1168,9
609,74,12
1194,597,9
842,58,5
321,736,25
667,1139,25
1471,795,25
197,1363,53
436,654,25
631,1048,25
468,343,25
317,827,25
860,639,25
610,964,5
892,1207,25
245,1018,8
1020,69,5
963,968,9
195,876,25
744,210,25
1492,670,53
30,1260,25
317,962,40
1017,969,5
583,246,53
351,3,25
525,1091,66
942,970,25
1225,242,9
190,1349,9
579,1208,9
1030,905,25
1537,683,26
1029,1262,25
1305,336,49
170,484,5
492,632,25
380,969,9
703,290,5
737,205,9
202,1194,25
529,71,5
573,236,77
1398,94,6
772,1366,25
529,24,5
381,204,66
1190,239,6
360,1177,25
280,586,25
437,1089,53
525,805,25
329,110,25
1367,381,9
699,787,8
861,1222,5
275,674,25
468,1380,9
545,107,45
464,721,25
391,463,45
1162,1317,5
116,1444,5
855,116,5
1311,717,9
1063,798,5
120,81,6
71,744,9
222,1380,5
134,1462,25
620,468,25
812,1416,9
585,1366,46
71,1208,9
848,988,5
1536,282,5
885,1139,25
49,70,46
269,1102,9
579,955,25
1271,912,25
1532,282,5
402,649,9
1526,124,5
1127,1016,25
671,1414,25
1463,849,5
1536,560,6
1217,472,8
578,409,5
578,374,5
635,710,25
25,137,5
59,110,25
439,715,33
376,1416,9
360,907,9
56,943,25
933,1539,25
804,590,16
1094,1167,68
300,885,73
52,1004,25
913,1352,25
156,900,34
354,144,75
687,722,12
310,355,6
274,791,41
1048,1391,9
1379,837,9
694,1470,9
177,520,25
1213,1391,9
37,485,73
927,72,25
1189,1377,9
1065,1479,25
180,776,6
1009,1023,51
1443,1444,66
513,81,5
1126,632,66
512,840,5
366,855,73
867,625,25
1375,1128,25
804,1507,16
1180,60,5
619,462,64
571,169,51
286,1207,25
110,242,25
289,1029,80
1291,1489,8
1183,1171,25
674,109,25
439,597,9
418,28,25
673,254,25
802,1224,9
796,906,66
819,1416,9
594,673,25
58,176,5
948,578,12
397,1414,25
1028,660,58
649,805,25
574,841,25
319,854,72
158,289,73
649,110,5
376,509,25
1152,403,6
91,974,25
802,914,6
1439,1173,25
263,869,8
770,941,5
702,635,64
388,990,66
887,1322,8
239,970,25
641,760,25
745,559,9
176,1072,5
287,713,53
1210,1452,13
240,1275,12
568,221,25
309,1006,25
479,1163,25
1201,916,50
1474,524,39
721,961,9
706,1361,25
845,1275,12
1105,467,45
109,110,5
143,717,5
652,860,0
528,34,5
547,1136,5
182,219,25
284,705,53
1050,124,5
631,1362,25
553,239,6
945,109,77
964,888,8
888,707,66
72,713,53
1231,1322,8
1071,212,14
913,1062,25
1160,1391,9
1147,314,5
49,974,46
256,1003,9
626,923,5
221,60,5
221,24,5
69,896,9
1019,1328,5
586,683,25
875,706,12
50,1208,9
1017,1120,9
828,1377,9
352,520,25
441,789,25
271,544,25
1295,564,14
103,768,31
737,578,12
366,71,5
103,631,31
402,351,9
1072,914,6
543,1321,8
934,69,9
185,802,25
284,824,53
42,1422,25
421,299,25
341,1147,75
575,579,25
761,1037,14
382,912,25
931,1164,5
362,1137,5
379,1304,9
181,89,5
106,1213,66
1369,760,25
1257,680,0
42,107,45
160,480,25
713,845,5
575,844,12
544,1414,25
339,1314,68
1367,923,9
1048,819,5
360,355,8
1065,855,9
891,27,5
134,1207,25
477,554,9
289,69,5
965,991,64
850,912,25
869,1129,25
620,107,45
125,916,66
609,770,66
84,477,25
188,670,53
1502,69,5
602,1055,25
287,112,25
477,916,50
770,1444,66
382,1255,57
673,1380,5
459,239,6
268,502,53
404,597,9
598,89,5
1117,798,5
956,1190,9
400,508,25
302,583,25
838,1009,66
1091,124,78
1219,837,9
415,1377,9
158,755,25
1219,1380,9
913,802,25
520,575,25
177,636,9
1459,1476,0
1487,181,5
150,680,25
1062,1129,25
94,74,9
1062,1471,25
304,553,25
355,560,6
905,38,5
152,355,8
1302,914,8
281,437,8
1054,679,5
455,1377,9
856,60,75
302,74,13
653,855,25
109,274,25
1337,717,5
1419,360,8
649,705,25
263,89,5
92,34,5
650,99,5
861,691,45
223,602,25
53,1392,5
1375,1386,78
544,1479,66
221,861,25
295,571,12
32,502,25
33,275,5
515,699,20
412,38,5
1152,1119,64
239,1510,25
38,812,75
216,988,9
1129,201,53
785,885,5
603,419,25
1119,1227,5
583,910,25
1023,895,16
30,31,25
1225,867,9
1355,444,25
1224,409,5
1523,81,6
869,837,66
721,867,25
122,1139,25
950,508,66
126,590,25
199,388,50
174,1453,55
132,1187,8
1162,1332,8
1088,5,5
486,1340,25
840,597,9
502,1470,9
125,378,12
1018,796,0
241,969,5
481,1208,9
1311,508,9
1172,105,5
480,385,60
464,369,25
1295,259,5
1545,408,57
218,789,25
480,961,9
203,602,36
49,762,9
256,419,25
624,1064,9
583,969,9
444,560,6
1413,582,0
1400,1359,25
319,1003,72
388,1366,25
231,122,25
26,1015,9
439,1227,5
400,1378,25
42,1317,9
185,195,25
632,1258,25
296,562,46
67,1065,12
598,656,25
60,667,25
556,566,66
935,208,5
95,1018,3
267,916,50
400,915,25
1167,891,14
33,331,66
1422,1254,9
212,138,8
573,188,25
52,1147,25
162,1433,5
1386,1492,25
450,544,64
869,888,6
650,544,73
410,1045,25
641,1552,12
1170,360,6
1545,458,25
162,1332,8
116,852,5
983,776,8
1405,981,8
95,455,9
1045,122,25
498,525,25
899,303,63
888,122,25
288,484,5
888,86,9
438,294,12
290,24,5
168,673,25
94,430,9
656,1088,25
623,1479,5
815,1005,66
168,1470,8
1311,144,75
746,751,20
991,804,25
671,324,25
988,360,6
1165,112,5
824,969,9
241,353,75
906,776,8
390,1139,78
243,703,34
46,301,75
1006,230,25
289,123,63
1091,1474,61
677,780,12
991,1465,9
76,220,25
677,1258,12
1006,1363,25
416,99,5
409,824,75
1021,760,9
1460,1479,66
34,28,5
1024,387,25
204,78,47
605,515,25
410,801,5
37,641,25
945,974,25
1404,881,9
749,1377,9
1248,444,5
728,1384,9
210,475,25
156,944,25
176,1154,5
210,324,25
911,1444,5
172,38,5
151,968,5
749,989,6
721,941,9
1246,147,6
703,749,5
1237,1416,9
109,176,5
1258,1426,25
553,715,45
321,294,5
762,377,8
1038,412,5
259,562,60
321,790,25
240,512,12
124,1072,5
880,106,5
1071,137,25
734,1510,25
882,127,18
1050,74,13
75,673,25
1119,1256,3
857,1433,5
1194,208,5
1055,836,39
1192,917,9
844,388,51
641,1106,25
1006,388,66
222,518,5
372,463,45
627,1037,14
90,960,25
1256,461,0
253,614,25
46,122,5
428,5,5
770,388,66
1159,776,6
606,802,25
166,1458,6
971,397,75
1271,69,9
1414,760,25
167,861,25
446,1016,3
1009,1013,36
555,1322,9
1018,1055,14
934,81,9
737,174,9
933,99,5
1479,586,25
794,1072,5
560,609,25
89,1474,40
938,1364,25
329,444,25
422,776,6
525,869,25
875,977,12
243,526,61
171,870,71
384,355,8
296,302,53
437,379,53
1547,176,5
180,1217,5
378,467,45
1411,147,6
328,401,25
523,598,25
893,286,5
446,1380,9
1088,41,40
1379,122,9
549,409,66
508,1174,12
315,1322,9
1333,941,9
110,167,75
463,122,5
256,636,25
1094,5,68
1328,1433,5
1539,836,25
1202,884,46
134,892,25
1411,355,8
1057,1203,66
827,1128,25
1434,1102,9
1157,1027,53
1413,405,0
231,888,25
42,617,12
232,384,25
1127,969,9
1446,837,25
883,874,25
579,244,25
1008,1185,8
1438,870,71
1526,1391,9
759,691,33
599,314,5
422,1392,5
59,441,25
366,1349,9
635,815,9
302,1137,25
227,1148,66
1446,1337,25
671,169,25
1153,355,8
636,863,25
730,355,8
268,1062,53
58,374,9
1477,586,20
1168,914,8
268,1186,53
598,1047,25
1229,403,6
573,306,25
1012,423,39
147,59,66
341,762,5
927,709,25
745,1355,9
1028,5,19
456,169,51
556,1462,25
1188,800,66
1057,659,25
1405,100,8
1474,1298,39
115,679,5
1362,1240,25
133,89,5
1375,1170,25
59,1477,20
1105,1017,25
1041,1154,5
160,566,66
861,812,75
307,885,5
515,926,25
802,412,8
1008,396,6
1535,279,25
653,916,25
627,291,14
962,938,43
1066,1212,75
418,737,25
949,107,45
614,657,25
837,1144,25
1072,989,8
822,409,5
298,921,53
792,836,25
1505,403,6
431,805,25
1303,780,12
197,1539,53
754,1422,53
1295,968,9
298,673,53
36,1340,25
1019,314,5
91,549,25
964,885,5
216,837,9
176,969,9
18,798,5
725,1340,25
763,105,5
583,520,25
1023,831,16
188,105,5
746,1095,25
171,225,25
353,717,75
169,1337,25
331,484,5
1224,346,5
1454,99,11
110,969,5
182,274,25
380,508,25
202,709,25
1088,455,9
197,1171,53
1337,923,5
713,1136,5
227,708,25
913,941,5
275,74,13
1295,1224,45
1189,176,5
709,867,25
1311,518,9
1003,1049,25
1438,607,25
1329,155,5
481,881,5
1172,1452,25
480,941,9
566,710,66
849,988,5
1452,336,9
253,717,5
253,498,25
832,1254,9
89,725,25
1171,520,25
271,475,25
1452,1096,9
913,301,50
834,1035,45
1413,658,14
658,679,9
167,713,53
26,406,5
1139,1207,25
553,463,45
701,1035,33
363,100,12
670,1536,5
1282,690,25
155,366,50
60,412,9
737,755,25
660,355,8
401,315,5
1462,1122,25
384,1208,9
1222,1392,5
180,355,8
753,802,25
1395,455,9
199,169,50
702,1120,9
936,1227,5
418,298,25
201,556,9
381,826,41
713,60,5
1085,805,25
339,594,9
567,1127,25
745,941,5
621,1126,46
1379,903,9
1189,1416,9
710,1036,5
256,760,25
1062,69,5
123,454,63
911,1064,25
308,400,25
459,832,5
401,1188,73
1041,1426,25
623,1320,25
290,839,9
813,1347,66
1117,989,6
1094,67,68
267,983,50
152,147,8
657,181,25
1355,1144,25
286,617,5
475,1002,38
59,564,25
1014,1177,44
1198,1126,46
76,1004,34
400,443,25
802,968,9
21,107,45
962,829,39
1117,1377,9
752,1458,8
52,1347,25
610,631,25
56,1258,25
923,1210,12
627,762,5
650,289,25
341,960,25
392,762,9
1268,1286,25
571,762,5
945,244,25
56,522,25
945,916,25
195,969,9
783,369,25
1062,1177,25
1239,824,75
193,181,5
1239,717,75
746,99,5
317,1009,66
906,35,25
391,147,6
902,94,25
683,1144,25
243,1009,34
955,66,25
1347,988,9
244,1159,77
1347,1154,5
549,201,25
703,910,25
179,369,66
888,1462,66
673,107,45
806,549,25
515,291,20
109,219,25
280,1361,25
649,755,25
648,343,25
284,969,9
822,201,9
874,1443,25
508,248,25
1504,69,5
1079,670,66
529,888,6
1152,1246,75
485,475,25
105,239,6
464,1136,5
874,37,25
880,560,6
1240,500,80
1479,1477,20
91,673,25
1190,94,6
568,1363,25
46,1349,9
1452,81,9
254,1127,25
1434,397,5
934,147,6
388,658,5
813,706,12
1186,523,53
216,702,16
956,647,25
296,1443,46
203,38,5
366,910,25
553,780,25
1241,195,5
1230,103,75
560,287,25
506,1147,12
42,1045,25
970,609,25
720,1049,25
780,560,6
329,210,25
232,1054,40
321,1461,5
1386,749,9
609,544,73
524,110,5
731,641,37
136,598,25
708,1071,25
1311,282,9
463,1349,9
134,1470,9
395,708,66
524,888,6
911,148,25
577,688,19
1186,871,5
774,1057,51
1314,654,75
1153,798,9
623,1068,5
271,419,25
42,989,6
231,36,25
479,46,25
621,38,5
271,936,25
1296,474,14
705,1458,8
60,409,9
60,105,5
594,1194,25
