d1,type,d2
DB00829,5,DB06636
DB00440,5,DB00203
DB00731,5,DB00333
DB06589,5,DB00482
DB01154,5,DB00338
DB01075,5,DB00201
DB13874,5,DB00715
DB05109,5,DB01171
DB00295,5,DB01151
DB01233,5,DB12332
DB08907,5,DB04855
DB01067,5,DB01029
DB01216,5,DB01026
DB00358,5,DB00224
DB00268,5,DB00215
DB01595,5,DB01263
DB00313,5,DB04572
DB00396,5,DB00420
DB03756,5,DB00177
DB01577,5,DB00477
DB01184,5,DB00201
DB00278,5,DB00243
DB00656,5,DB01075
DB01118,5,DB00254
DB00708,5,DB01264
DB00396,5,DB01403
DB01156,5,DB06595
DB00736,5,DB01118
DB01035,5,DB00502
DB00869,5,DB00622
DB06287,5,DB00582
DB09076,5,DB00195
DB00636,5,DB06636
DB12001,5,DB00188
DB04938,5,DB05812
DB00472,5,DB00322
DB01058,5,DB04868
DB01628,5,DB08865
DB00444,5,DB01026
DB12026,5,DB00270
DB11915,5,DB00333
DB01409,5,DB08873
DB00514,5,DB00208
DB06725,5,DB06414
DB08901,5,DB00176
DB00091,5,DB00176
DB01186,5,DB00220
DB01628,5,DB00622
DB05271,5,DB01319
DB05676,5,DB09054
DB00835,5,DB00246
DB00852,5,DB09238
DB00297,5,DB00857
DB01114,5,DB09167
DB00724,5,DB01264
DB00245,5,DB00745
DB01118,5,DB00752
DB00808,5,DB01149
DB01206,5,DB00908
DB06210,5,DB09120
DB00699,5,DB08893
DB00972,5,DB06413
DB01191,5,DB00215
DB01227,5,DB08865
DB00889,5,DB09238
DB00184,5,DB00458
DB00495,5,DB01023
DB00983,5,DB00188
DB08901,5,DB00289
DB00553,5,DB00184
DB00635,5,DB00254
DB00531,5,DB00273
DB08828,5,DB09054
DB00549,5,DB00188
DB06016,5,DB08873
DB01197,5,DB00472
DB00359,5,DB00176
DB00705,5,DB00908
DB00927,5,DB01241
DB00444,5,DB00224
DB00665,5,DB06413
DB00836,5,DB00752
DB00518,5,DB09074
DB00806,5,DB00257
DB04840,5,DB01026
DB00914,5,DB09238
DB01104,5,DB00203
DB01623,5,DB12332
DB00502,5,DB00220
DB11828,5,DB09074
DB01576,5,DB00501
DB04840,5,DB09291
DB00176,5,DB09238
DB00497,5,DB08893
DB09082,5,DB01211
DB00496,5,DB00908
DB09123,5,DB00208
DB11362,5,DB00254
DB09073,5,DB00257
DB00629,5,DB09120
DB00433,5,DB00501
DB04840,5,DB08893
DB06217,5,DB00363
DB00475,5,DB00254
DB01142,5,DB00976
DB00586,5,DB09119
DB00943,5,DB01149
DB09102,5,DB00176
DB01229,5,DB09054
DB00829,5,DB01029
DB01107,5,DB00420
DB00643,5,DB08873
DB00426,5,DB09054
DB00477,5,DB04855
DB05351,5,DB00263
DB01029,5,DB00227
DB01065,5,DB00091
DB01708,5,DB01072
DB01192,5,DB01026
DB00843,5,DB04871
DB00268,5,DB00379
DB01036,5,DB00398
DB01028,5,DB00205
DB00932,5,DB01263
DB05351,5,DB00208
DB01054,5,DB00582
DB00949,5,DB00257
DB12161,5,DB00363
DB00911,5,DB00257
DB01115,5,DB09074
DB06626,5,DB00705
DB00983,5,DB00482
DB01154,5,DB08816
DB00914,5,DB01012
DB05541,5,DB04572
DB01264,5,DB00254
DB00514,5,DB00544
DB00814,5,DB00199
DB01184,5,DB00608
DB11362,5,DB00976
DB00814,5,DB01072
DB00435,5,DB00257
DB01190,5,DB01264
DB01591,5,DB01232
DB01067,5,DB01124
DB00425,5,DB00215
DB00619,5,DB00205
DB00643,5,DB00257
DB00568,5,DB00322
DB00347,5,DB00705
DB01068,5,DB01149
DB06589,5,DB00951
DB01274,5,DB01156
DB00188,5,DB09120
DB00277,5,DB00440
DB00317,5,DB00195
DB05541,5,DB00622
DB01223,5,DB00091
DB00990,5,DB00283
DB00396,5,DB00715
DB01589,5,DB01167
DB00359,5,DB05219
DB00983,5,DB00203
DB00213,5,DB01241
DB00584,5,DB00285
DB01159,5,DB06595
DB00623,5,DB00458
DB01159,5,DB00678
DB00361,5,DB01319
DB01058,5,DB00220
DB00678,5,DB00227
DB01039,5,DB00176
DB01628,5,DB00283
DB00136,5,DB00263
DB00349,5,DB00951
DB00220,5,DB09119
DB00972,5,DB00951
DB01628,5,DB00313
DB00332,5,DB01232
DB00829,5,DB00745
DB06016,5,DB00169
DB00328,5,DB00582
DB00468,5,DB00907
DB00475,5,DB00320
DB01303,5,DB09120
DB00475,5,DB00752
DB00185,5,DB09054
DB00564,5,DB09120
DB01591,5,DB00320
DB09570,5,DB09119
DB00240,5,DB00257
DB01026,5,DB00283
DB00268,5,DB00224
DB01138,5,DB00176
DB11574,5,DB00619
DB00674,5,DB00622
DB01120,5,DB00322
DB00655,5,DB09054
DB00514,5,DB01403
DB00960,5,DB04868
DB06770,5,DB00758
DB00924,5,DB00246
DB01118,5,DB00322
DB00665,5,DB01241
DB00201,5,DB00322
DB00277,5,DB01124
DB11613,5,DB01104
DB00960,5,DB00224
DB06701,5,DB00472
DB00426,5,DB00619
DB08893,5,DB00227
DB05351,5,DB00199
DB00699,5,DB00472
DB00567,5,DB00263
DB08828,5,DB01097
DB00863,5,DB00238
DB00589,5,DB00420
DB01035,5,DB06708
DB00731,5,DB09054
DB01223,5,DB08865
DB00332,5,DB00908
DB01424,5,DB00220
DB06403,5,DB05521
DB00943,5,DB00932
DB08896,5,DB01118
DB01218,5,DB01242
DB00318,5,DB00582
DB01621,5,DB00446
DB00503,5,DB09291
DB00332,5,DB01403
DB00370,5,DB08893
DB01041,5,DB00472
DB01435,5,DB09120
DB00889,5,DB00932
DB06636,5,DB00208
DB01177,5,DB00227
DB00849,5,DB00705
DB00321,5,DB00675
DB00997,5,DB04868
DB01224,5,DB00203
DB00502,5,DB00951
DB00499,5,DB04855
DB00327,5,DB00203
DB01018,5,DB01097
DB01098,5,DB00440
DB06414,5,DB06636
DB00904,5,DB00619
DB00977,5,DB00976
DB00969,5,DB00678
DB00316,5,DB06697
DB01195,5,DB00501
DB00908,5,DB00263
DB00615,5,DB00176
DB00773,5,DB00215
DB01628,5,DB04868
DB05381,5,DB08865
DB01551,5,DB08873
DB09183,5,DB00661
DB01221,5,DB00320
DB04572,5,DB00705
DB08883,5,DB00270
DB11828,5,DB01264
DB00726,5,DB01167
DB01068,5,DB00582
DB00455,5,DB04871
DB01104,5,DB00343
DB00343,5,DB00199
DB11613,5,DB00320
DB01380,5,DB00203
DB00281,5,DB09039
DB00593,5,DB01118
DB00602,5,DB00176
DB01219,5,DB01149
DB00541,5,DB01319
DB00991,5,DB00203
DB06145,5,DB08865
DB00203,5,DB09120
DB11817,5,DB00263
DB00699,5,DB00458
DB09078,5,DB00661
DB00333,5,DB00619
DB00608,5,DB00220
DB00624,5,DB00745
DB04946,5,DB00208
DB00773,5,DB09074
DB12026,5,DB00091
DB00836,5,DB00679
DB00983,5,DB00715
DB00248,5,DB08865
DB12267,5,DB00675
DB00367,5,DB01149
DB06701,5,DB00257
DB00651,5,DB00467
DB00455,5,DB00619
DB00420,5,DB00208
DB00297,5,DB00736
DB00477,5,DB00857
DB00468,5,DB00549
DB00977,5,DB01232
DB01219,5,DB01072
DB00307,5,DB00544
DB00313,5,DB05219
DB09555,5,DB06595
DB00199,5,DB00257
DB00381,5,DB01072
DB04898,5,DB01015
DB00806,5,DB00207
DB00788,5,DB01118
DB09216,5,DB00199
DB06403,5,DB01171
DB08932,5,DB04855
DB00321,5,DB09120
DB00321,5,DB09119
DB08893,5,DB00458
DB00889,5,DB01149
DB01274,5,DB00283
DB03128,5,DB00752
DB00412,5,DB00205
DB06016,5,DB09039
DB08873,5,DB00283
DB05039,5,DB01601
DB00829,5,DB01263
DB01380,5,DB00263
DB01054,5,DB00224
DB06777,5,DB00705
DB00661,5,DB00176
DB08875,5,DB00343
DB00316,5,DB00270
DB00872,5,DB00176
DB00918,5,DB09241
DB00571,5,DB06413
DB09026,5,DB09054
DB00334,5,DB00458
DB00608,5,DB09291
DB05294,5,DB00320
DB08895,5,DB00951
DB00568,5,DB01104
DB05381,5,DB00705
DB00911,5,DB00619
DB09123,5,DB00270
DB00602,5,DB00257
DB06203,5,DB00196
DB01120,5,DB06413
DB01283,5,DB00208
DB12332,5,DB00091
DB06016,5,DB01263
DB00347,5,DB00343
DB09053,5,DB00458
DB05039,5,DB00254
DB00238,5,DB01101
DB11362,5,DB08873
DB00475,5,DB00343
DB01410,5,DB00199
DB01114,5,DB00502
DB00731,5,DB00220
DB04930,5,DB00243
DB08877,5,DB00270
DB06701,5,DB00283
DB01060,5,DB00736
DB00675,5,DB00661
DB06282,5,DB01264
DB01174,5,DB09120
DB00612,5,DB09291
DB00270,5,DB00176
DB00343,5,DB00278
DB00531,5,DB04871
DB00184,5,DB06595
DB01392,5,DB00215
DB11362,5,DB09054
DB01028,5,DB00195
DB05271,5,DB00268
DB01357,5,DB01118
DB01177,5,DB04855
DB00281,5,DB00201
DB01190,5,DB00320
DB00910,5,DB01319
DB00169,5,DB01149
DB00490,5,DB06595
DB00818,5,DB01097
DB04898,5,DB00544
DB00612,5,DB01072
DB01589,5,DB00270
DB00295,5,DB04871
DB11575,5,DB00196
DB00655,5,DB00758
DB01589,5,DB00468
DB00379,5,DB08873
DB01268,5,DB01157
DB01628,5,DB00203
DB06209,5,DB05812
DB00933,5,DB00679
DB01029,5,DB00169
DB00451,5,DB00203
DB05109,5,DB12332
DB01261,5,DB09054
DB00231,5,DB01259
DB12483,5,DB00188
DB00420,5,DB09238
DB00796,5,DB00257
DB00495,5,DB06414
DB01268,5,DB00793
DB12070,5,DB00468
DB08906,5,DB01167
DB11614,5,DB01124
DB13179,5,DB00220
DB00845,5,DB01319
DB00540,5,DB01029
DB09080,5,DB00582
DB00796,5,DB05219
DB00590,5,DB00176
DB01215,5,DB00203
DB00553,5,DB12332
DB00701,5,DB00477
DB00328,5,DB01015
DB09076,5,DB01151
DB00231,5,DB09167
DB00661,5,DB00199
DB00404,5,DB00169
DB09183,5,DB01151
DB01196,5,DB00091
DB04938,5,DB00205
DB01115,5,DB00976
DB06772,5,DB00468
DB00455,5,DB00285
DB01228,5,DB00705
DB12161,5,DB01072
DB00472,5,DB01101
DB00184,5,DB00215
DB00472,5,DB00177
DB00313,5,DB01104
DB01621,5,DB01263
DB00222,5,DB00203
DB01138,5,DB00177
DB01228,5,DB00208
DB11921,5,DB00705
DB01138,5,DB09167
DB08910,5,DB00199
DB00396,5,DB09291
DB00586,5,DB01259
DB00708,5,DB04868
DB01261,5,DB00582
DB05541,5,DB00997
DB01097,5,DB09238
DB06700,5,DB00976
DB00943,5,DB08873
DB01196,5,DB04868
DB00370,5,DB01101
DB00373,5,DB08893
DB00377,5,DB00268
DB01435,5,DB00257
DB00943,5,DB08893
DB00458,5,DB00932
DB00757,5,DB01124
DB00373,5,DB00220
DB00339,5,DB08873
DB01149,5,DB00715
DB06626,5,DB00199
DB01253,5,DB01319
DB00850,5,DB00476
DB00317,5,DB09238
DB04841,5,DB01075
DB01058,5,DB00224
DB00245,5,DB00503
DB00924,5,DB09074
DB00814,5,DB00257
DB00554,5,DB00227
DB06605,5,DB00213
DB01319,5,DB00270
DB01628,5,DB01149
DB04898,5,DB00625
DB00688,5,DB05521
DB00655,5,DB00277
DB06742,5,DB00270
DB00918,5,DB00622
DB01018,5,DB00622
DB00185,5,DB00283
DB01154,5,DB00468
DB00624,5,DB00752
DB00540,5,DB09291
DB00373,5,DB00908
DB00883,5,DB05521
DB01577,5,DB00420
DB00531,5,DB00195
DB09555,5,DB01319
DB00184,5,DB00205
DB00481,5,DB01072
DB03128,5,DB01601
DB06176,5,DB00188
DB00933,5,DB00932
DB00655,5,DB01101
DB00991,5,DB00622
DB06144,5,DB00320
DB00531,5,DB00477
DB05039,5,DB00343
DB12161,5,DB00343
DB00490,5,DB08893
DB00469,5,DB00544
DB01216,5,DB00091
DB06210,5,DB00468
DB06148,5,DB01263
DB00499,5,DB09120
DB00988,5,DB00468
DB13874,5,DB06414
DB01186,5,DB00270
DB00495,5,DB00501
DB13179,5,DB01167
DB08860,5,DB01095
DB01216,5,DB09065
DB08439,5,DB00188
DB00921,5,DB01029
DB00755,5,DB00285
DB00317,5,DB01026
DB00477,5,DB09167
DB00412,5,DB05219
DB00175,5,DB08816
DB00477,5,DB01156
DB01223,5,DB09167
DB06701,5,DB00502
DB00222,5,DB00398
DB00612,5,DB00263
DB00328,5,DB00227
DB00637,5,DB00283
DB01085,5,DB00661
DB09048,5,DB09238
DB06155,5,DB00203
DB00625,5,DB12332
DB00213,5,DB06413
DB01184,5,DB00472
DB12332,5,DB00482
DB00869,5,DB05219
DB00361,5,DB00458
DB01166,5,DB01156
DB00455,5,DB00932
DB00347,5,DB01124
DB00708,5,DB09065
DB01256,5,DB08865
DB01131,5,DB00208
DB00549,5,DB00169
DB01006,5,DB01149
DB01708,5,DB01149
DB00612,5,DB06595
DB01015,5,DB00976
DB01171,5,DB00908
DB01179,5,DB12332
DB00514,5,DB01129
DB00661,5,DB01264
DB08918,5,DB00264
DB05521,5,DB00254
DB00317,5,DB00908
DB00317,5,DB00224
DB00852,5,DB06708
DB11817,5,DB00196
DB01171,5,DB09167
DB00540,5,DB00205
DB00869,5,DB00169
DB01159,5,DB00715
DB00321,5,DB00203
DB00455,5,DB00678
DB00541,5,DB00705
DB00947,5,DB01118
DB00836,5,DB09291
DB00997,5,DB00976
DB00694,5,DB00246
DB00857,5,DB00176
DB01589,5,DB05521
DB00318,5,DB09099
DB01410,5,DB00320
DB01068,5,DB04868
DB01559,5,DB00446
DB00863,5,DB00285
DB05676,5,DB04855
DB00784,5,DB00675
DB00784,5,DB00176
DB01067,5,DB09065
DB00454,5,DB00679
DB04930,5,DB00208
DB00690,5,DB00661
DB00717,5,DB00243
DB00281,5,DB05219
DB01012,5,DB01264
DB00540,5,DB05521
DB01154,5,DB00224
DB00748,5,DB00270
DB00593,5,DB01601
DB00425,5,DB00745
DB00539,5,DB00199
DB00586,5,DB12332
DB01186,5,DB01319
DB09101,5,DB00176
DB00712,5,DB00468
DB00956,5,DB00264
DB12070,5,DB01012
DB03128,5,DB00208
DB01115,5,DB00289
DB00248,5,DB00091
DB01558,5,DB01171
DB00947,5,DB00976
DB01114,5,DB00363
DB00623,5,DB08893
DB06770,5,DB12332
DB01221,5,DB09054
DB00918,5,DB00169
DB00296,5,DB00188
DB00169,5,DB08865
DB04844,5,DB00169
DB00924,5,DB06636
DB00665,5,DB00273
DB00934,5,DB00281
DB00228,5,DB00257
DB01177,5,DB01095
DB01050,5,DB00227
DB06209,5,DB04868
DB00850,5,DB00446
DB01105,5,DB09054
DB01551,5,DB00283
DB00182,5,DB00349
DB00712,5,DB06414
DB08860,5,DB00322
DB01194,5,DB00188
DB01588,5,DB00199
DB00514,5,DB09167
DB00327,5,DB01242
DB00332,5,DB04868
DB08895,5,DB00625
DB00363,5,DB00745
DB00444,5,DB01167
DB00347,5,DB01029
DB00641,5,DB04871
DB00367,5,DB00224
DB00603,5,DB04855
DB00296,5,DB00951
DB00624,5,DB00582
DB00589,5,DB04871
DB00333,5,DB00215
DB00541,5,DB09065
DB00528,5,DB09074
DB00541,5,DB00227
DB00656,5,DB01263
DB11574,5,DB04855
DB00883,5,DB00203
DB11828,5,DB00196
DB00788,5,DB00338
DB00748,5,DB00338
DB01357,5,DB00208
DB00589,5,DB04855
DB00945,5,DB00440
DB01296,5,DB00705
DB00553,5,DB00246
DB01104,5,DB04572
DB00402,5,DB00205
DB01242,5,DB01072
DB00849,5,DB00997
DB00296,5,DB00208
DB01233,5,DB00208
DB00726,5,DB00736
DB00317,5,DB00976
DB00910,5,DB00257
DB08918,5,DB01023
DB00285,5,DB01012
DB00589,5,DB06636
DB11614,5,DB04871
DB08931,5,DB00440
DB00641,5,DB01129
DB01392,5,DB00320
DB12483,5,DB00091
DB00195,5,DB01242
DB01036,5,DB00195
DB01577,5,DB01104
DB00623,5,DB00477
DB00836,5,DB00208
DB04946,5,DB04871
DB00991,5,DB00549
DB00316,5,DB01026
DB00496,5,DB09238
DB00628,5,DB01149
DB12332,5,DB01263
DB01012,5,DB08873
DB06710,5,DB00188
DB00836,5,DB00622
DB01197,5,DB04868
DB00261,5,DB00207
DB00374,5,DB00398
DB00604,5,DB00273
DB01179,5,DB00976
DB00280,5,DB08873
DB06403,5,DB00976
DB04572,5,DB09074
DB09076,5,DB00679
DB01320,5,DB08880
DB01244,5,DB00951
DB00549,5,DB00320
DB00451,5,DB00343
DB01074,5,DB00199
DB00938,5,DB01149
DB00169,5,DB09074
DB08883,5,DB01072
DB01409,5,DB01072
DB00356,5,DB00472
DB01190,5,DB06636
DB00531,5,DB00472
DB00731,5,DB01029
DB04871,5,DB01403
DB00635,5,DB00320
DB01115,5,DB00300
DB01435,5,DB00705
DB00307,5,DB00205
DB09570,5,DB04871
DB01216,5,DB00199
DB09053,5,DB00482
DB06589,5,DB01319
DB01124,5,DB01241
DB01058,5,DB01118
DB00731,5,DB01118
DB00768,5,DB01118
DB09555,5,DB00246
DB01104,5,DB01075
DB05541,5,DB01263
DB09570,5,DB01232
DB06595,5,DB06636
DB00277,5,DB00685
DB00701,5,DB01015
DB00356,5,DB00705
DB00297,5,DB08865
DB11915,5,DB00622
DB06654,5,DB01319
DB00185,5,DB00582
DB00918,5,DB00289
DB00829,5,DB04855
DB11362,5,DB01232
DB01060,5,DB00176
DB00575,5,DB00300
DB00238,5,DB00177
DB00514,5,DB00188
DB00215,5,DB01211
DB00945,5,DB00224
DB01544,5,DB00169
DB00359,5,DB00254
DB00829,5,DB09074
DB00980,5,DB00289
DB00586,5,DB00976
DB00448,5,DB09065
DB04920,5,DB00207
DB01075,5,DB00736
DB00208,5,DB00976
DB00949,5,DB00976
DB00619,5,DB00446
DB00914,5,DB00238
DB05271,5,DB00220
DB13179,5,DB12332
DB04574,5,DB04855
DB00315,5,DB00379
DB00297,5,DB00257
DB01050,5,DB00752
DB00276,5,DB00283
DB00222,5,DB00338
DB00347,5,DB00675
DB00841,5,DB01420
DB00586,5,DB00468
DB00914,5,DB00477
DB00808,5,DB00257
DB00598,5,DB01601
DB09297,5,DB00705
DB08877,5,DB12332
DB00768,5,DB06636
DB01156,5,DB00254
DB01409,5,DB00608
DB04930,5,DB00398
DB01131,5,DB00268
DB01403,5,DB00501
DB01097,5,DB00379
DB12161,5,DB00285
DB01424,5,DB00243
DB04938,5,DB01151
DB05541,5,DB01167
DB11614,5,DB00199
DB06708,5,DB00661
DB00598,5,DB00208
DB00818,5,DB01026
DB01197,5,DB00238
DB01396,5,DB00257
DB00332,5,DB00705
DB03128,5,DB09167
DB01015,5,DB00343
DB00216,5,DB09039
DB06626,5,DB00289
DB00316,5,DB01259
DB00530,5,DB00281
DB01244,5,DB00283
DB09389,5,DB00976
DB00864,5,DB00639
DB05541,5,DB09119
DB01179,5,DB00196
DB00531,5,DB09291
DB01248,5,DB01149
DB00731,5,DB00268
DB00315,5,DB00176
DB00748,5,DB00257
DB00469,5,DB00205
DB09555,5,DB00420
DB00361,5,DB00169
DB01074,5,DB00224
DB00246,5,DB01264
DB01424,5,DB08873
DB00359,5,DB06636
DB01159,5,DB00549
DB00296,5,DB00320
DB01058,5,DB00976
DB00356,5,DB01104
DB01012,5,DB01232
DB00285,5,DB00322
DB00347,5,DB00285
DB06605,5,DB00951
DB06701,5,DB09039
DB01236,5,DB01211
DB00927,5,DB00273
DB06148,5,DB06708
DB01591,5,DB00176
DB08893,5,DB08873
DB01591,5,DB01072
DB01274,5,DB00678
DB09048,5,DB00544
DB01229,5,DB00205
DB00889,5,DB01263
DB00356,5,DB01149
DB00622,5,DB00715
DB01283,5,DB00169
DB00850,5,DB00195
DB13874,5,DB00196
DB00201,5,DB00679
DB00768,5,DB01211
DB00617,5,DB06414
DB00246,5,DB01149
DB00883,5,DB08873
DB01136,5,DB08893
DB01149,5,DB00263
DB00496,5,DB01232
DB00543,5,DB00907
DB00240,5,DB00246
DB00836,5,DB00908
DB00934,5,DB00907
DB00673,5,DB00283
DB01228,5,DB00283
DB00738,5,DB09054
DB00361,5,DB01601
DB01028,5,DB00199
DB03756,5,DB08816
DB12070,5,DB00195
DB00553,5,DB01232
DB09389,5,DB00289
DB00947,5,DB01072
DB01058,5,DB00300
DB00374,5,DB00176
DB09291,5,DB06636
DB06626,5,DB00268
DB11817,5,DB00661
DB01219,5,DB00661
DB11828,5,DB04855
DB01234,5,DB04855
DB01095,5,DB00752
DB00688,5,DB06636
DB06403,5,DB00285
DB00261,5,DB00176
DB11614,5,DB00243
DB00925,5,DB00343
DB00734,5,DB06595
DB00295,5,DB00608
DB00327,5,DB08865
DB00347,5,DB00412
DB01012,5,DB04868
DB00808,5,DB09074
DB01016,5,DB01026
DB00270,5,DB01026
DB01183,5,DB09074
DB00914,5,DB00169
DB00370,5,DB00932
DB01283,5,DB05219
DB12001,5,DB04868
DB00908,5,DB00227
DB01115,5,DB06708
DB00285,5,DB05521
DB00612,5,DB00199
DB00433,5,DB00582
DB00918,5,DB04855
DB00904,5,DB00908
DB01184,5,DB00195
DB01058,5,DB01211
DB00925,5,DB00091
DB00377,5,DB00679
DB00361,5,DB01151
DB00641,5,DB00203
DB04574,5,DB00661
DB00384,5,DB00207
DB00869,5,DB01264
DB11614,5,DB01232
DB00661,5,DB01263
DB00625,5,DB04855
DB01219,5,DB00220
DB01136,5,DB09074
DB00201,5,DB01319
DB00471,5,DB00976
DB00277,5,DB00619
DB01166,5,DB00349
DB00778,5,DB01601
DB00623,5,DB00482
DB00745,5,DB00196
DB00842,5,DB00320
DB06742,5,DB01601
DB00980,5,DB06636
DB01074,5,DB01232
DB00945,5,DB00549
DB05294,5,DB00220
DB00726,5,DB00932
DB01075,5,DB00169
DB00295,5,DB01029
DB00455,5,DB00476
DB00916,5,DB00270
DB01126,5,DB09074
DB09076,5,DB01601
DB00690,5,DB00283
DB00496,5,DB01149
DB00674,5,DB00501
DB01544,5,DB00736
DB00530,5,DB00208
DB08875,5,DB00177
DB00589,5,DB01232
DB00784,5,DB00169
DB01037,5,DB00398
DB00863,5,DB01075
DB01149,5,DB01403
DB00745,5,DB00188
DB00740,5,DB00257
DB01114,5,DB00227
DB06700,5,DB01232
DB01708,5,DB00582
DB00637,5,DB04868
DB00472,5,DB01012
DB09053,5,DB01075
DB04930,5,DB05521
DB06292,5,DB00907
DB06216,5,DB06595
DB06155,5,DB09074
DB01577,5,DB00503
DB00567,5,DB04871
DB09570,5,DB09291
DB06770,5,DB01129
DB05381,5,DB00398
DB00461,5,DB00281
DB00207,5,DB01319
DB01151,5,DB00379
DB00731,5,DB01026
DB01105,5,DB00263
DB01036,5,DB00285
DB01142,5,DB00379
DB00976,5,DB00582
DB06712,5,DB00661
DB00481,5,DB04868
DB01156,5,DB09074
DB00925,5,DB00661
DB01221,5,DB09167
DB00425,5,DB00227
DB06204,5,DB00446
DB00321,5,DB00857
DB00726,5,DB00440
DB00796,5,DB00263
DB00294,5,DB00283
DB00409,5,DB00264
DB00468,5,DB01072
DB00726,5,DB05521
DB00751,5,DB01075
DB00091,5,DB01167
DB00589,5,DB06708
DB08918,5,DB01403
DB00701,5,DB00246
DB00281,5,DB01601
DB00184,5,DB00502
DB00643,5,DB00254
DB00377,5,DB00482
DB00296,5,DB01601
DB00521,5,DB00472
DB08828,5,DB00257
DB00598,5,DB01087
DB09080,5,DB08816
DB00590,5,DB00503
DB00734,5,DB00208
DB00361,5,DB00333
DB00239,5,DB01026
DB06203,5,DB00257
DB01068,5,DB00705
DB01028,5,DB01095
DB00250,5,DB00246
DB00222,5,DB00705
DB08877,5,DB00227
DB01396,5,DB00176
DB00934,5,DB00379
DB00897,5,DB00176
DB00347,5,DB00203
DB00675,5,DB00270
DB00184,5,DB04855
DB01253,5,DB01149
DB00932,5,DB09238
DB00468,5,DB00446
DB04841,5,DB00199
DB00214,5,DB00675
DB01006,5,DB00619
DB01179,5,DB01072
DB00904,5,DB00951
DB00332,5,DB01242
DB08439,5,DB08865
DB00268,5,DB01167
DB00409,5,DB06697
DB00297,5,DB00379
DB01062,5,DB00285
DB00482,5,DB00313
DB00835,5,DB00715
DB01244,5,DB00679
DB08901,5,DB01151
DB00521,5,DB01156
DB01159,5,DB00289
DB00213,5,DB00285
DB00932,5,DB04868
DB00814,5,DB08816
DB00316,5,DB00220
DB01236,5,DB00203
DB01261,5,DB00208
DB00185,5,DB00220
DB01115,5,DB04855
DB00328,5,DB01124
DB00799,5,DB05219
DB01196,5,DB00289
DB00972,5,DB01012
DB00586,5,DB01029
DB05271,5,DB00300
DB06636,5,DB00227
DB01095,5,DB01029
DB00912,5,DB00343
DB03756,5,DB00263
DB00435,5,DB00277
DB00245,5,DB00857
DB06228,5,DB01232
DB00914,5,DB00195
DB00471,5,DB00257
DB09123,5,DB00289
DB00313,5,DB00263
DB06155,5,DB01149
DB00327,5,DB00420
DB00277,5,DB00343
DB12161,5,DB09167
DB00927,5,DB00213
DB00762,5,DB00619
DB00977,5,DB12332
DB00296,5,DB00472
DB00757,5,DB00705
DB01186,5,DB00208
DB01426,5,DB00289
DB01182,5,DB00379
DB00842,5,DB00289
DB00270,5,DB08873
DB00947,5,DB04868
DB00239,5,DB00582
DB01589,5,DB09054
DB00987,5,DB00582
DB00476,5,DB06708
DB01175,5,DB04855
DB09570,5,DB04572
DB00327,5,DB00440
DB01621,5,DB00333
DB00788,5,DB01023
DB09082,5,DB09054
DB12161,5,DB00715
DB00724,5,DB00215
DB00604,5,DB00322
DB00845,5,DB01149
DB03128,5,DB00679
DB00909,5,DB01264
DB00268,5,DB00257
DB00672,5,DB00091
DB00503,5,DB00349
DB00799,5,DB01132
DB00377,5,DB00091
DB01708,5,DB01601
DB06210,5,DB00281
DB01136,5,DB00420
DB01068,5,DB00263
DB01028,5,DB00705
DB00934,5,DB06290
DB01244,5,DB00333
DB09570,5,DB00300
DB01559,5,DB06636
DB01195,5,DB00224
DB06736,5,DB01015
DB00972,5,DB00379
DB00402,5,DB00224
DB06403,5,DB12332
DB00374,5,DB01026
DB00712,5,DB00359
DB08901,5,DB00608
DB01181,5,DB00273
DB00624,5,DB00359
DB00620,5,DB00976
DB01194,5,DB00705
DB01393,5,DB00203
DB00860,5,DB00176
DB01253,5,DB00227
DB00374,5,DB00338
DB12070,5,DB00264
DB01216,5,DB01232
DB00620,5,DB01167
DB12070,5,DB06595
DB06684,5,DB00907
DB00637,5,DB00908
DB00184,5,DB08816
DB00741,5,DB09054
DB01236,5,DB00398
DB01023,5,DB01263
DB04946,5,DB00215
DB00409,5,DB00907
DB00755,5,DB12332
DB00805,5,DB04871
DB01621,5,DB00458
DB08816,5,DB00343
DB01132,5,DB00675
DB00207,5,DB00283
DB00731,5,DB00440
DB00836,5,DB01242
DB12161,5,DB00203
DB00316,5,DB00283
DB01544,5,DB00281
DB00477,5,DB01149
DB00904,5,DB04855
DB00553,5,DB06636
DB00444,5,DB00091
DB00586,5,DB00752
DB06697,5,DB00752
DB00458,5,DB00224
DB04841,5,DB00201
DB00240,5,DB00619
DB00169,5,DB01167
DB01229,5,DB00176
DB00914,5,DB01151
DB01393,5,DB01149
DB01248,5,DB00646
DB01114,5,DB00208
DB00396,5,DB00313
DB01221,5,DB00270
DB00623,5,DB12332
DB00502,5,DB00503
DB01396,5,DB00285
DB00624,5,DB00736
DB00177,5,DB01118
DB00921,5,DB00203
DB00701,5,DB09238
DB00748,5,DB01023
DB00877,5,DB01118
DB01028,5,DB00472
DB00624,5,DB00270
DB01065,5,DB01029
DB00960,5,DB01104
DB00377,5,DB00661
DB00945,5,DB00322
DB00531,5,DB00745
DB09555,5,DB00289
DB01409,5,DB12332
DB06148,5,DB00458
DB13179,5,DB00343
DB00907,5,DB09065
DB06789,5,DB01263
